43	1028
48	1553
78	1374
88	1403
111	1058
186	1895
187	1069
188	1389
189	1570
199	1270
206	1705
228	4817
253	1091
294	1381
296	2174
298	1739
354	2375
373	1024
399	1181
454	1464
566	2613
585	7453
678	1420
679	1886
689	1143
719	1103
811	1308
864	1941
911	1885
952	1094
953	1385
1001	2097
1024	1199
1045	1338
1144	4414
1147	2245
1188	2083
1189	1246
1210	1455
1211	1035
1234	3174
1256	1256
1274	3610
1275	2077
1279	1066
1395	3396
1439	4698
1477	1839
1518	1368
1525	1803
1534	1933
1631	1453
1649	2937
1708	1307
1724	2393
1743	6949
1764	1644
1781	1736
1782	1206
1800	2369
1838	1441
1868	3827
1921	1106
2076	1320
2139	1175
2162	2350
2224	2366
2225	1215
2231	2142
2287	3985
2320	2062
2354	3188
2355	2316
2364	1011
2368	5171
2384	2473
2386	1044
2405	1225
2411	1184
2454	1033
2456	1206
2473	1573
2488	5046
2522	4028
2623	1248
2628	1043
2653	1066
2716	4831
2717	1673
2731	1679
2750	2772
2760	1084
2875	1224
2892	1918
2902	1522
2903	1253
2927	1652
2928	2245
2957	2162
3021	2364
3035	1770
3083	1545
3099	1060
3100	1504
3130	2176
3174	1006
3175	1070
3196	1070
3229	1171
3258	1620
3261	1315
3264	1095
3310	2325
3469	1050
3486	2900
3505	1130
3524	1711
3528	1978
3529	1085
3530	1165
3588	2699
3654	1288
3657	1263
3660	1368
3662	1328
3663	2727
3664	1331
3670	5022
3734	1862
3784	2467
3790	2312
3803	2255
3870	1519
3876	1135
3895	1434
3907	1258
3908	2133
3923	2284
3978	1142
3981	1063
3994	1908
4013	2787
4032	1860
4041	4512
4043	1927
4044	1724
4045	1938
4046	1735
4077	3168
4086	2359
4098	1710
4100	1451
4102	1552
4135	1198
4188	2788
4189	2135
4198	1733
4199	1627
4213	1678
4214	1665
4224	1862
4227	1425
4232	2104
4236	2186
4237	1568
4238	1880
4239	1416
4240	1156
4242	2307
4243	1672
4246	1418
4247	2117
4251	2952
4253	1542
4262	2646
4284	1268
4295	1034
4296	1052
4306	1770
4332	1427
4345	2982
4360	2104
4361	1101
4399	1642
4401	1675
4423	1109
4425	2148
4426	2198
4436	4157
4449	2986
4478	2072
4479	2058
4483	1382
4484	1345
4489	1111
4554	1604
4556	1215
4557	1278
4567	1073
4597	3969
4599	1128
4610	1089
4612	2455
4704	1809
4727	1364
4754	2682
4766	1115
4770	4723
4771	1365
4772	1045
4776	1217
4783	1654
4785	1541
4786	2284
4794	2531
4795	1983
4796	2574
4797	2559
4816	2371
4817	1278
4823	4280
4824	3308
4829	2086
4891	3976
4893	1217
4894	1537
4895	1540
4921	1097
4922	3074
4923	1654
4924	3703
4927	1099
4932	4595
4934	1562
4935	1724
4939	1185
4940	1609
4942	2470
4974	1267
4988	2322
4989	2322
4991	3020
5007	2840
5011	3004
5014	2229
5015	1012
5023	1085
5029	1615
5031	1596
5036	2017
5046	3877
5047	1061
5072	2303
5080	1140
5101	1374
5102	2011
5103	2564
5110	1358
5111	1442
5118	2131
5120	2347
5123	2876
5130	1998
5131	1980
5178	1404
5181	1260
5190	1239
5191	1289
5212	1921
5213	1607
5214	1731
5216	1989
5217	1911
5232	1503
5233	1434
5234	3083
5235	3283
5237	2899
5243	2526
5245	2734
5251	1407
5271	2544
5274	1332
5283	1049
5291	1289
5323	1097
5329	1322
5331	1011
5332	2164
5333	1549
5334	1606
5341	2475
5342	1013
5343	2698
5344	2338
5351	3666
5373	3019
5374	3207
5395	2727
5397	3484
5398	3488
5399	1683
5418	1486
5420	1239
5423	1228
5430	1621
5432	1212
5438	1592
5440	3358
5441	1340
5450	1965
5451	1965
5452	1872
5453	1872
5508	2124
5518	1645
5521	1355
5522	3637
5568	1517
5588	4632
5598	1644
5620	3427
5621	3427
5640	1341
5649	2294
5659	2704
5669	1953
5670	472238
5671	1045
5691	1753
5694	1190
5695	2299
5700	2116
5738	2031
5740	1124
5745	1325
5748	1655
5749	1860
5761	3054
5778	3421
5786	412415
5787	414704
5788	924258
5790	1318
5791	1393
5797	1217
5798	1596
5804	1259
5805	1388
5809	5274
5811	8808
5812	2251
5816	1506
5818	2098
5819	1130
5825	1418
5826	1488
5832	1445
5837	6038
5839	1163
5840	1317
5851	2175
5853	1965
5874	1735
5875	1858
5880	2649
5900	4188
5902	3575
5903	3710
5916	1338
5917	1540
5923	1034
5924	1151
5928	2828
5930	3761
5931	3250
5937	2955
5938	2319
5942	1004
5949	3391
5972	2304
5973	2268
5978	2135
5979	1985
5980	2032
5984	1672
5986	1634
5987	1659
6007	2767
6008	2153
6012	3947
6028	1818
6029	1726
6035	1549
6036	2207
6040	3289
6041	4313
6042	1249
6047	2371
6056	1577
6057	1514
6061	1011
6082	1694
6083	3036
6089	2237
6091	1591
6092	2416
6094	3084
6095	1198
6096	2337
6099	1111
6100	1100
6103	3466
6105	1549
6106	3301
6112	2167
6113	2245
6117	1475
6119	1676
6120	1698
6124	1877
6131	2385
6133	2344
6135	1981
6145	1746
6152	1060
6153	1166
6154	1429
6155	1505
6168	1172
6173	1165
6175	1238
6177	1640
6180	2106
6194	1144
6195	1004
6201	1114
6202	1010
6203	1515
6208	1552
6216	69140
6218	3032
6219	3108
6223	6277
6224	366933
6225	282412
6227	1668
6228	1749
6231	1266
6233	1997
6234	2140
6238	284916
6239	67840
6240	633060
6241	345990
6242	7548
6243	390577
6244	572538
6245	566874
6246	266467
6247	615242
6248	693037
6249	421790
6250	592829
6251	245948
6252	486774
6253	537036
6254	423956
6255	531401
6256	786191
6257	680140
6258	262999
6259	772263
6260	1235898
6262	1014
6263	3914
6265	1746
6266	4603
6270	2467
6273	3644
6274	1674
6275	1204
6276	1300
6277	7024
6278	47380
6279	22659
6280	24812
6282	8250
6283	41239
6284	57958
6285	4545
6286	3303
6287	3142
6288	33650
6289	24430
6290	12385
6291	22239
6293	3405
6294	4532
6295	2200
6296	7070
6297	12355
6298	1977
6299	8733
6300	1522
6301	2090
6302	1516
6303	44197
6304	97623
6305	6760
6306	18642
6307	9748
6308	97058
6309	99022
6310	3351
6311	1530
6312	227359
6313	5033
6314	97276
6315	74653
6316	6133
6317	23789
6318	16704
6319	4074
6320	1619
6321	5832
6323	1923
6324	10409
6325	5126
6326	3792
6327	8453
6328	4701
6329	18267
6330	61713
6331	3306
6332	42236
6333	1559
6334	15352
6335	4361
6336	21934
6337	1903
6338	83150
6339	2120
6340	22580
6341	7195
6342	4679
6343	4923
6344	2817
6345	17089
6346	1745
6347	96430
6348	24290
6350	3426
6351	1820
6352	13198
6353	30153
6354	6325
6355	48720
6356	3578
6357	1902
6358	21947
6359	5707
6360	2664
6361	578883
6362	6357
6363	66821
6364	4623
6365	350225
6366	277268
6367	3840
6368	28312
6369	27862
6370	34734
6371	56457
6372	117341
6373	3834
6374	10502
6375	3941
6376	2591
6377	1657
6378	2146
6379	7330
6380	1153
6382	16204
6383	1473
6384	54296
6385	2294
6386	9891
6387	69417
6388	6979
6389	4366
6390	2437
6391	31701
6392	41765
6393	30256
6394	3129
6395	30507
6396	7408
6397	1888
6398	4153
6399	193599
6400	36592
6401	70637
6402	95221
6403	28178
6404	104562
6406	1629
6407	28854
6408	5205
6409	5795
6410	107381
6411	12605
6412	1383
6413	8936
6414	15350
6415	5485
6416	2646
6417	66322
6418	278128
6419	6267
6420	3052
6421	57130
6422	16883
6423	26996
6424	98692
6425	78521
6426	40136
6427	132769
6428	111693
6429	8427
6430	16408
6431	2100
6432	7340
6433	13437
6434	246393
6435	3375
6436	135738
6437	3025
6438	2965
6439	2622
6440	403643
6441	73267
6442	3497
6443	98616
6444	48122
6445	77193
6446	4408
6447	3090
6448	26535
6449	22122
6450	4683
6451	32703
6453	38570
6454	3094
6455	120250
6456	64549
6457	129252
6458	3811
6459	1827
6460	358909
6461	47145
6462	15574
6463	46621
6464	50024
6465	52850
6466	30156
6468	4817
6469	4416
6470	26204
6471	61362
6472	32617
6473	6295
6474	1668
6475	2989
6476	5654
6477	2202
6478	6100
6479	374355
6480	79821
6481	19964
6482	31357
6483	35911
6484	7985
6486	3321
6487	6061
6488	2203
6489	1439
6490	1098
6491	1349
6493	1125
6494	2625
6496	21430
6497	1180
6498	61400
6499	124018
6500	260712
6501	14843
6502	132522
6503	2665
6504	6033
6505	5358
6506	1969
6507	45609
6508	1743
6509	6024
6510	1397
6511	4700
6512	3672
6513	1040
6515	3348
6516	5593
6517	1158
6519	108247
6520	3489
6521	1393
6522	8719
6523	5342
6524	4129
6525	11027
6526	2661
6528	1440
6529	11816
6530	7888
6531	1770
6532	5092
6533	1098
6534	224735
6535	2316
6536	1046
6538	4558
6539	88004
6540	3461
6542	13535
6543	9049
6544	65736
6545	18329
6546	32715
6547	132001
6548	1283
6549	19596
6550	255299
6551	33031
6552	454062
6553	25404
6554	136227
6555	22317
6556	196552
6557	76973
6558	55916
6559	17910
6560	73355
6561	103372
6562	33443
6563	45897
6564	25615
6565	6815
6566	82673
