33	1995
63	1294
188	1768
247	1061
260	1127
261	1895
262	1593
263	1832
283	2146
284	1128
286	1040
397	1374
432	2417
456	1495
481	1969
526	1560
559	2003
593	2051
595	1432
615	2573
701	1447
730	1393
811	1596
812	2191
819	1257
820	1843
838	1588
853	1218
854	1546
872	2055
891	1420
892	3798
913	2470
1000	1195
1004	1288
1006	1690
1008	1398
1055	1605
1101	2106
1149	1188
1223	2117
1225	1643
1231	1296
1232	1143
1238	2644
1456	2268
1566	1610
1568	1407
1569	1054
1695	1007
1706	3257
1736	1017
1782	1726
1900	4795
1935	1455
1970	1940
1977	2195
1986	1785
2030	1338
2032	1023
2067	1339
2107	1339
2144	2871
2220	175701
2221	1923
2222	2657
2223	3172
2247	1070
2269	1427
2288	1393
2336	1612
2337	1446
2338	1466
2339	1270
2340	1765
2344	1238
2353	1406
2372	1663
2391	1309
2410	2227
2429	1295
2470	6013
2472	1813
2474	2479
2477	1120
2546	1370
2553	1395
2563	1643
2601	1654
2605	1036
2615	1482
2616	1169
2617	1175
2618	2783
2629	1363
2648	1606
2738	2349
2774	1333
2779	1433
2804	1333
2950	1318
2954	1014
2956	1194
2966	1298
2969	2603
3003	1958
3055	1714
3057	1245
3063	1216
3064	1350
3065	1003
3070	1491
3123	2767
3124	4294
3139	2635
3158	1127
3159	2368
3175	1222
3176	1861
3179	1381
3180	3918
3221	2518
3224	2829
3287	1711
3296	1842
3303	1399
3304	3641
3351	2376
3367	1082
3369	1387
3370	1264
3385	1320
3387	1439
3398	2535
3405	1159
3413	1074
3414	4437
3428	1130
3462	1194
3527	1514
3529	3124
3530	3124
3531	3092
3532	3092
3575	2408
3593	3615
3594	3345
3626	5973
3628	3145
3630	3145
3632	2572
3633	2572
3644	1016
3675	3109
3676	1894
3677	2416
3678	1891
3766	1593
3767	2196
3775	2575
3789	1384
3792	1550
3793	2862
3794	2378
3797	2496
3815	1410
3874	1330
3875	1097
3892	2337
3896	1203
3897	1149
3906	3324
3938	6237
3940	1190
3941	1188
3954	1371
3956	4319
3957	4825
3990	1126
3993	1566
3996	1357
4002	2841
4050	1392
4100	1370
4101	1050
4102	1636
4116	3097
4132	2762
4135	1062
4137	1039
4148	2826
4149	2464
4187	1279
4188	2254
4202	2990
4303	1080
4339	5821
4358	1224
4390	2278
4410	2333
4443	1093
4445	1041
4473	1094
4475	2829
4476	3281
4478	1242
4489	1745
4547	3220
4558	4820
4577	1013
4578	1075
4590	2540
4622	1939
4638	1967
4686	1639
4720	2408
4724	1621
4734	1203
4773	1651
4789	1027
4792	1194
4805	1273
4810	1113
4833	2051
4839	2408
4840	2885
4908	2372
4910	1248
4928	1045
4930	1437
4956	1137
4971	3481
5023	1881
5025	2908
5027	1890
5051	2013
5063	1278
5064	1224
5085	1105
5099	1171
5115	1079
5116	2011
5127	4087
5162	1122
5241	17760
5242	1431
5243	1229
5245	2040
5246	1155
5270	2800
5282	1006
5348	1861
5367	1110
5374	1059
5389	1011
5390	1371
5391	1287
5395	1376
5413	1302
5414	1400
5423	4683
5436	1319
5462	1409
5477	2196
5478	2985
5489	3087
5496	1312
5501	5029
5503	1223
5504	1140
5544	1092
5545	1222
5556	4433
5570	2053
5572	1108
5573	4313
5574	1222
5581	3091
5598	1238
5607	2599
5609	3463
5610	3317
5623	1401
5636	1230
5637	3355
5638	1969
5645	1441
5652	1124
5653	1542
5655	1025
5706	1755
5732	1321
5761	1709
5773	2115
5774	1969
5777	1261
5784	2239
5788	1029
5796	2259
5841	1355
5864	1394
5878	1734
5886	2417
5891	1755
5892	1385
5893	1993
5902	2771
5917	1247
5941	1114
6045	3626
6046	2211
6072	1467
6077	1292
6099	2345
6123	2232
6124	1639
6125	3386
6126	1968
6127	7083
6128	1951
6136	1504
6149	2191
6150	1221
6164	1532
6168	1543
6182	1771
6193	1222
6220	4372
6222	1150
6223	1093
6233	4466
6241	1050
6242	1050
6251	1601
6252	1787
6267	1879
6276	1016
6290	2748
6291	2748
6330	1768
6332	1204
6333	1208
6338	1313
6339	1066
6341	1408
6366	1030
6381	1208
6382	1088
6394	1839
6451	1037
6475	1354
6482	1569
6503	1823
6528	1002
6531	1006
6591	1747
6592	4352
6593	2057
6594	2057
6595	1277
6596	1277
6599	4352
6627	2425
6628	2453
6630	1631
6634	2114
6638	1018
6651	2683
6664	2927
6685	1545
6690	1349
6692	1601
6695	2157
6700	4194
6710	1390
6749	1619
6774	2008
6776	2094
6783	2944
6784	2942
6786	1836
6795	1041
6813	1019
6830	1684
6831	1684
6847	1152
6883	1321
6890	1136
6898	1802
6900	2575
6901	1813
6908	5389
6910	1505
6915	1821
6930	1634
6931	1713
6948	1375
6950	2617
6951	2681
6952	2800
6953	1331
6958	4176
6972	1086
7050	5160
7063	1245
7073	2488
7083	1004
7113	50568
7123	1450
7124	4351
7125	1426
7126	1419
7135	1550
7137	2193
7140	2321
7145	2395
7146	6532
7156	1206
7158	1334
7159	1336
7162	3154
7177	1379
7178	1490
7185	1872
7187	2033
7188	2054
7195	2825
7206	4761
7207	1103
7213	1044
7215	2834
7225	1079
7226	3274
7227	1514
7228	1710
7235	1673
7236	3866
7237	2623
7238	2990
7245	2329
7247	3627
7261	1080
7302	1427
7308	1725
7310	2126
7311	2182
7317	1016
7326	1955
7328	1504
7329	1557
7337	1517
7339	1532
7340	1001
7342	1151
7346	1233
7361	1521
7362	1452
7373	2590
7395	1265
7397	1473
7398	1062
7413	1717
7415	1622
7418	1498
7435	1210
7436	1357
7437	1823
7465	2264
7466	1611
7475	3582
7476	3421
7515	1442
7516	1495
7545	2095
7553	1617
7565	1520
7566	2042
7567	2081
7568	1543
7573	1406
7585	1297
7586	1297
7603	1176
7605	3456
7606	3983
7607	1345
7612	1261
7613	6672
7634	1022
7646	1769
7653	4289
7674	4178
7675	2046
7676	2541
7683	4291
7695	2033
7696	1663
7697	1083
7699	2780
7700	1371
7701	1070
7703	1196
7704	3685
7713	1829
7715	1475
7716	1569
7725	1298
7726	1318
7733	3395
7735	4317
7736	1958
7737	1686
7738	4324
7743	1517
7744	2934
7745	1281
7746	1268
7753	4496
7755	4614
7756	3349
7763	1457
7765	2052
7766	2137
7767	1091
7768	1103
7773	1938
7785	2759
7786	2718
7795	2260
7796	2263
7807	1929
7810	1133
7833	2312
7853	3154
7855	2035
7858	2034
7874	4984
7885	1373
7886	1180
7893	2343
7913	1024
7923	2726
7925	2039
7926	2011
7933	1749
7952	1204664
7962	746892
7963	700933
7964	494399
7965	1403510
7966	598592
7967	409978
7968	497255
7969	2491
7970	1985
7971	1653
7975	1300
7976	1682
7983	42670
7985	1619
7987	1682
8000	1101
8013	2453
8021	1832
8029	2834
8037	1636
8047	1624
8048	1605
8060	872970
8061	406499
8062	533486
8063	457335
8064	313900
8065	380658
8066	824459
8067	690137
8068	315087
8069	399430
8070	682785
8071	230923
8072	450039
8073	1318590
8074	203055
8075	459705
8076	388218
8077	834261
8078	420366
8079	298037
8080	832802
8081	823348
8082	893534
8083	396839
8084	574829
8085	576124
8086	869739
8087	353592
8088	411838
8089	560949
8090	631085
8092	1317
8093	1391
8099	1351
8101	1314
8102	1002
8104	1757
8111	1534
8113	1172
8127	3666
8128	3156
8134	3538
8139	1109
8141	3857
8142	2922
8148	1362
8149	1356
8162	1034
8163	1151
8183	1048
8185	1160
8190	1734
8191	1765
8204	1351
8206	1378
8218	2627
8219	1810
8225	2962
8226	2355
8227	2440
8228	2968
8230	3420
8232	1115
8233	1148
8237	1017
8253	1956
8254	1958
8260	1189
8265	4486
8267	4586
8268	4621
8274	1784
8275	3954
8279	2950
8281	3766
8282	3123
8286	4865
8288	4058
8289	3932
8293	5052
8295	2466
8309	1182
8310	1215
8330	2764
8331	3469
8335	4640
8336	1296
8348	1065
8351	1052
8352	1209
8365	2628
8366	2605
8374	1089
8412	1227
8414	1105
8415	1237
8449	2700
8450	4322
8451	1553
8452	1550
8454	3402
8490	1551
8491	2121
8492	2191
8497	1453
8498	1421
8499	2260
8505	2336
8506	2336
8518	1119
8519	3052
8520	1736
8521	3456
8522	1372
8527	1129
8533	2114
8534	2200
8538	12600
8546	2475
8547	1197
8548	1323
8552	4316
8553	2338
8559	1147
8566	1711
8568	1410
8573	1420
8581	1291
8587	3370
8590	1165
8594	1078
8595	4546
8601	2046
8603	3659
8604	3017
8608	7168
8609	1091
8610	2662
8611	2368
8615	1377
8616	1004
8618	1231
8623	188793
8624	220533
8625	246500
8627	1108
8628	1158
8631	2647
8632	716803
8633	239109
8634	278814
8635	342575
8636	367023
8637	90685
8638	392720
8639	587322
8640	268020
8641	773349
8642	171186
8643	137762
8644	418467
8645	339602
8646	385124
8647	219063
8648	449100
8649	246102
8650	59147
8651	443045
8652	223621
8653	206642
8654	257682
8655	297593
8656	226707
8657	5964
8658	264140
8659	224553
8660	378972
8661	172014
8662	204692
8663	168097
8664	195355
8665	315350
8666	223541
8667	683742
8668	656328
8669	506099
8670	83800
8671	282313
8672	328833
8673	352783
8674	341345
8675	501454
8676	266850
8677	142426
8678	396178
8679	305741
8680	245154
8681	243707
8682	394826
8683	229180
8684	162982
8685	306656
8686	474914
8687	1060571
8688	410298
8689	558850
8690	304698
8691	240803
8692	349240
8693	462412
8694	189636
8695	309390
8696	335351
8697	439572
8698	190225
8699	455514
8700	494737
8701	136587
8702	164173
8703	496031
8704	343532
8705	184641
8706	513779
8707	969551
8708	299839
8709	299078
8710	350122
8711	374169
8712	310301
8713	171280
8714	247882
8715	467886
8716	135814
8717	121509
8718	391847
8719	618735
8720	423883
8721	444145
8722	242133
8723	284584
8724	387213
8725	433479
8726	312088
8727	1435685
8728	421065
8729	355194
8730	464457
8731	548639
8732	370639
8733	330229
8734	450446
8735	589027
8736	506857
8737	365930
8738	251526
8739	231361
8740	411176
8741	422757
8742	569507
8743	673054
8744	388773
8745	474112
8746	553392
8747	617908
8748	543777
8749	529826
8750	596450
8751	595556
8752	700850
8753	956040
8754	469754
8755	687478
8756	834386
8757	534531
8758	744209
8759	2474
8760	4201
8763	3254
8764	2913
8765	4186
8766	4308
8767	1602
8768	4731
8770	4640
8771	1881
8773	1063
8774	2826
8775	2840
8776	1251
8779	1156
8785	4489
